User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Charge Status,Charge Difference
User_349,Nissan Leaf,85,Station_356,New York,15/1/24 12:00,15/1/24 13:40,42.69140537961698,2.9168849534044794,17.92601361021918,27.997593159422426,Night,Monday,35.80235635820473,95.56175648,73.04739192531423,-4.12763092,5,Level 1,Casual Driver,Correct,59.75940013
User_350,Hyundai Kona,50,Station_278,New York,15/1/24 13:00,15/1/24 14:25,76.71844669022504,3.7749093214166902,44.13745109144485,35.85250777915667,Night,Wednesday,10.896089231058816,69.95912479845512,247.40835085814211,27.95543720501519,0,Level 1,Casual Driver,Correct,59.06303557
User_351,Nissan Leaf,62,Station_18,Chicago,15/1/24 14:00,15/1/24 17:00,60.96907588597162,2.4969601810931428,6.682750854200964,37.04926024,Afternoon,Wednesday,75.85725205688395,92.36496167231005,266.82108780235893,20.465566167774167,6,Level 1,Commuter,Correct,16.50770962
User_352,Nissan Leaf,62,Station_12,Chicago,15/1/24 15:00,15/1/24 15:54,48.324607753974774,2.3116366709448877,19.59383734315731,49.13746988140653,Afternoon,Friday,27.014978040990016,55.861029409729085,161.40304885740548,3.4993413766720423,2,DC Fast Charger,Commuter,Correct,28.84605137
User_353,Tesla Model 3,62,Station_180,Los Angeles,15/1/24 16:00,15/1/24 18:14,65.54082473190631,1.1606546727693638,31.858997698920543,37.48997540777594,Evening,Monday,25.20190340741227,96.76344205,78.61444615533611,0.947645051,6,Level 2,Commuter,Correct,71.56153865
User_355,Nissan Leaf,85,Station_246,New York,15/1/24 18:00,15/1/24 20:28,67.43740257394747,1.8145610590347336,16.09934851847499,14.996368751082128,Night,Thursday,89.87079040064869,93.90137525264328,36.060236573123994,34.08218775904674,3,Level 1,Casual Driver,Correct,4.030584852
User_357,BMW i3,100,Station_373,Houston,15/1/24 20:00,15/1/24 23:40,30.80566200277668,1.0378600717476725,18.97988934768992,18.353195110709667,Night,Saturday,60.727202748946425,61.206551368746865,155.71449022041207,29.11438026886234,5,Level 2,Casual Driver,Correct,0.47934862
User_358,Hyundai Kona,85,Station_51,Los Angeles,15/1/24 21:00,15/1/24 21:38,62.09565922628094,2.477935464885133,30.52868478649712,8.860047394828275,Afternoon,Tuesday,43.886190846537644,81.46898348084524,285.79045868610996,-8.559081243,1,Level 1,Commuter,Correct,37.58279263
User_359,Tesla Model 3,100,Station_488,New York,15/1/24 22:00,15/1/24 23:29,28.864060959229153,2.113671385265924,38.34408586043845,37.449519180137635,Night,Monday,27.678537866654462,92.57272070890085,107.0000963359066,13.194479356064214,2,Level 2,Casual Driver,Correct,64.89418284
User_360,Hyundai Kona,75,Station_71,Los Angeles,15/1/24 23:00,16/1/24 1:34,33.370542026215475,2.4863752525971208,41.92916859260739,7.409254803081209,Evening,Sunday,58.60908208265877,71.21956042362135,279.5193618635699,15.418433423035204,8.018665733261262,Level 1,Commuter,Correct,12.61047834
User_361,BMW i3,77.60847805142836,Station_480,Houston,16/1/24 0:00,16/1/24 1:18,73.09045077014305,1.7540479473185384,30.388803808157416,9.595163794,Morning,Tuesday,29.666501463197683,99.85685077,227.7259802260517,2.5942497264893376,7,DC Fast Charger,Casual Driver,Correct,70.1903493
User_362,BMW i3,75,Station_48,Houston,16/1/24 1:00,16/1/24 2:20,26.992344080966543,3.548983525567543,46.58137118308024,36.50047332152248,Morning,Monday,23.69485787229742,56.10531021153972,237.51102046374248,25.109612248202076,1,Level 2,Commuter,Correct,32.41045234
User_364,Hyundai Kona,50,Station_262,Los Angeles,16/1/24 3:00,16/1/24 4:39,42.29018026674148,2.0122929949822375,37.806096359579605,7.806725650571654,Afternoon,Friday,81.10216204,92.83360459772088,242.4530430968343,36.82658398230539,10.547236543818036,Level 1,Casual Driver,Correct,11.73144256
User_365,BMW i3,100,Station_84,Los Angeles,16/1/24 4:00,16/1/24 5:06,30.036118378192803,1.6434822524313395,13.372949045558247,35.95440543142086,Afternoon,Wednesday,14.364249190360638,80.38540836870507,217.91571614184764,34.95455887605409,6,DC Fast Charger,Commuter,Correct,66.02115918
User_366,Hyundai Kona,62,Station_155,New York,16/1/24 5:00,16/1/24 6:00,10.386093782293678,1.2425644202586024,47.76649443710824,21.488920709528447,Morning,Friday,56.66366372880108,73.29028271679678,188.1506523593367,16.830516164835082,0,Level 2,Long-Distance Traveler,Correct,16.62661899
User_367,BMW i3,50,Station_53,New York,16/1/24 6:00,16/1/24 9:18,45.71947918248383,2.872161730269349,47.84255660041194,31.22627600541321,Night,Saturday,35.421950002135304,88.85354956614376,156.87665110401693,34.297789398053226,7,Level 2,Commuter,Correct,53.43159956
User_368,Chevy Bolt,50,Station_107,Chicago,16/1/24 7:00,16/1/24 8:31,24.59962969556764,2.0078608677549403,11.820175787578869,29.234418562911937,Afternoon,Sunday,51.18826307688968,63.46582475528865,263.83317339672374,14.205489919727103,1,Level 2,Commuter,Correct,12.27756168
User_370,Hyundai Kona,85,Station_304,San Francisco,16/1/24 9:00,16/1/24 12:35,52.71641215020086,0.5628169402063448,6.4225565389893315,34.40206563966865,Night,Tuesday,37.682102722139774,81.90722842,225.30420808113757,0.1669976050643421,7,DC Fast Charger,Long-Distance Traveler,Correct,44.2251257
User_371,Nissan Leaf,100,Station_135,San Francisco,16/1/24 10:00,16/1/24 10:43,42.69140537961698,2.2737418355380994,46.48898767165858,36.94161943713523,Evening,Thursday,15.265841435051517,60.94892254921191,264.89976900936335,36.568063428865905,4,DC Fast Charger,Casual Driver,Correct,45.68308111
User_372,BMW i3,48.63693124756141,Station_443,Los Angeles,16/1/24 11:00,16/1/24 14:13,68.25299905062542,1.6319957436277532,29.208426798948363,9.459763978515529,Afternoon,Saturday,85.90246196,91.27822446726908,50.413024895600245,37.52882264494277,0,Level 2,Long-Distance Traveler,Correct,5.375762507
User_373,Nissan Leaf,85,Station_69,Los Angeles,16/1/24 12:00,16/1/24 15:13,56.42022999086558,0.8288732839363397,25.402852410853516,29.84842868304403,Afternoon,Sunday,32.61238657309413,65.16007356921413,12.807514731098356,17.596802362332962,4,Level 1,Long-Distance Traveler,Correct,32.547687
User_374,Chevy Bolt,75,Station_11,Houston,16/1/24 13:00,16/1/24 14:48,52.90446366869147,1.5469560347093554,15.572055588337298,18.542883936181408,Night,Saturday,89.8386107,97.49538046654772,36.74369480038644,32.57385369012299,3,Level 2,Long-Distance Traveler,Correct,7.65676977
User_376,Chevy Bolt,100,Station_192,Los Angeles,16/1/24 15:00,16/1/24 18:03,1.356731546885289,1.5712045852380068,16.26758640521298,23.87462359696047,Night,Friday,40.92338001382405,83.06868681876806,152.25986699080715,-6.550323205,3,Level 1,Commuter,Correct,42.1453068
User_378,Nissan Leaf,75,Station_378,Chicago,16/1/24 17:00,16/1/24 18:17,55.78297746472087,1.376797156,46.33334189802024,30.47364422787583,Night,Friday,29.614363227382576,88.37842811530948,10.879984091847628,14.240494893531343,4,Level 1,Commuter,Correct,58.76406489
User_379,Nissan Leaf,85,Station_69,Los Angeles,16/1/24 18:00,16/1/24 19:54,16.67359945711931,1.8092826155087116,32.99482958919536,28.15617085673184,Evening,Thursday,77.48514337130472,88.66543213628108,281.8878021909634,33.72932077,6,DC Fast Charger,Long-Distance Traveler,Correct,11.18028876
User_380,Hyundai Kona,100,Station_23,New York,16/1/24 19:00,16/1/24 19:57,13.280712325754468,1.7614413222294734,59.14854488775761,13.607430808605434,Afternoon,Sunday,76.55821189990698,81.58200949625066,257.6075888403542,4.206090638748936,5,Level 1,Long-Distance Traveler,Correct,5.023797596
User_382,Hyundai Kona,75,Station_293,Houston,16/1/24 21:00,17/1/24 0:39,42.69140537961698,3.617078160426682,23.223015922709394,17.85819103265846,Evening,Friday,70.60042407643812,89.35441575561919,71.32019242761334,33.10903959748327,4,Level 2,Long-Distance Traveler,Correct,18.75399168
User_383,Tesla Model 3,62,Station_9,Chicago,16/1/24 22:00,17/1/24 1:57,64.94285706525936,3.6367947005783794,49.319128854525374,15.321613858374892,Night,Friday,49.301060486496944,73.24351852996135,41.762292021485166,12.254928644869278,4,Level 1,Long-Distance Traveler,Correct,23.94245804
User_385,Hyundai Kona,85,Station_387,Chicago,17/1/24 0:00,17/1/24 3:57,42.69140537961698,1.325136130016742,27.854420426711652,24.654217548100743,Morning,Saturday,10.008818544145797,58.15490030758101,284.5828419798684,22.16544013648148,7,Level 2,Casual Driver,Correct,48.14608176
User_386,Tesla Model 3,100,Station_93,Chicago,17/1/24 1:00,17/1/24 2:20,46.55965371578422,1.6657565361852955,35.776000248726106,23.555734536550013,Evening,Sunday,77.27588158438571,95.74723144237556,197.5286464172002,1.6535023008047476,1.5028687879357574,DC Fast Charger,Commuter,Correct,18.47134986
User_387,Nissan Leaf,50,Station_454,Houston,17/1/24 2:00,17/1/24 4:13,54.88401335852117,1.8867705056862332,6.985136805,6.555981504933964,Night,Saturday,64.28041814613954,82.38389625223746,127.07132090658584,30.593877927821687,2.817901717243823,Level 1,Commuter,Correct,18.10347811
User_388,Nissan Leaf,50,Station_17,Chicago,17/1/24 3:00,17/1/24 6:19,13.726133739305284,6.176416559677362,12.48400854700609,21.09238546448747,Evening,Friday,82.91258265105539,90.83107621463682,166.7223837788621,6.7863533910958935,2,Level 1,Casual Driver,Correct,7.918493564
User_389,Tesla Model 3,75,Station_154,Los Angeles,17/1/24 4:00,17/1/24 6:10,74.21975586,2.8291553779805483,3.5666530370869136,29.16504149708574,Night,Friday,55.29384158305011,90.09711468,152.25986699080715,3.2051027160505488,4,Level 2,Long-Distance Traveler,Correct,34.8032731
User_390,Nissan Leaf,50,Station_405,Chicago,17/1/24 5:00,17/1/24 5:58,20.581387676280656,1.536944425840643,37.02662574504806,31.683786704966867,Evening,Saturday,22.542508411280863,84.67236204491557,205.50752200060109,6.7417676444803085,2,DC Fast Charger,Casual Driver,Correct,62.12985363
User_391,Tesla Model 3,75,Station_328,Houston,17/1/24 6:00,17/1/24 8:36,36.047577386304056,1.645779959820823,49.85189638729916,7.461577393955386,Evening,Tuesday,46.328425858845435,52.15170916533472,57.6589438,6.8768972815686915,4,Level 2,Casual Driver,Correct,5.823283306
User_392,Hyundai Kona,62,Station_149,Houston,17/1/24 7:00,17/1/24 8:51,31.73575031358406,1.9619576183751195,11.129872762551232,11.73930093741448,Evening,Wednesday,58.968752752506965,81.66823961,87.27410521974205,-9.56906362,3,Level 1,Casual Driver,Correct,22.69948686
User_393,Hyundai Kona,85,Station_377,Houston,17/1/24 8:00,17/1/24 8:39,64.53824697,3.970999800756029,17.56016007058113,32.97335649279925,Evening,Tuesday,17.189637655147195,57.13538346069592,258.3785312145929,12.326389479259715,7,Level 2,Commuter,Correct,39.94574581
User_394,Tesla Model 3,85,Station_267,New York,17/1/24 9:00,17/1/24 11:15,41.568620254753704,2.534327206990629,27.876882761572915,37.10922604,Night,Friday,25.52830137336865,73.36154763754071,240.38511602501632,-2.134070302,0,Level 2,Casual Driver,Correct,47.83324626
User_395,Hyundai Kona,75,Station_422,Los Angeles,17/1/24 10:00,17/1/24 13:16,34.375669740166174,3.145745707,3.806546848260664,35.35074338161869,Afternoon,Monday,41.11182645121117,63.02615987,150.83472799252905,18.00012703193646,6,DC Fast Charger,Long-Distance Traveler,Correct,21.91433342
User_396,Hyundai Kona,60.78928024814476,Station_328,New York,17/1/24 11:00,17/1/24 14:59,12.118093232455848,2.854493842703695,7.997038342,37.31386508142151,Evening,Monday,30.06718877773716,90.20705112,256.2264580975269,20.98749334177654,2,DC Fast Charger,Casual Driver,Correct,60.13986234
User_397,Hyundai Kona,85,Station_106,San Francisco,17/1/24 12:00,17/1/24 12:30,48.272548285127826,3.649578321999032,43.142319817212005,10.329938311713152,Night,Thursday,60.60395556948446,71.95417880149918,152.25986699080715,33.54745431599779,4,Level 2,Commuter,Correct,11.35022323
User_398,Chevy Bolt,50,Station_472,Los Angeles,17/1/24 13:00,17/1/24 14:08,26.40210395,0.9580223408018254,47.75905348319621,10.570566114746608,Afternoon,Tuesday,29.476011117716563,87.34323555672688,247.34030148401197,22.883741256432273,7,Level 2,Commuter,Correct,57.86722444
User_399,BMW i3,62,Station_381,Chicago,17/1/24 14:00,17/1/24 14:50,54.62699762686274,2.231225791454563,27.773067432070523,37.76303575694542,Morning,Saturday,55.80982585519321,60.03055717875766,246.2943567109018,-4.373660484,2,Level 2,Long-Distance Traveler,Correct,4.220731324
User_400,Nissan Leaf,75,Station_35,Houston,17/1/24 15:00,17/1/24 16:34,69.44996147928137,1.0662067473464614,49.41673269,15.30724503,Morning,Thursday,27.56248158524955,63.29227669048761,150.11184678792918,37.899071590588136,7,Level 1,Casual Driver,Correct,35.72979511
User_401,Chevy Bolt,85,Station_119,San Francisco,17/1/24 16:00,17/1/24 16:44,66.18914418092677,2.5014630992521187,2.535237861846668,13.993197905329668,Evening,Thursday,88.31726131615515,103.06345239975644,69.74003079536826,21.853165886356894,1,DC Fast Charger,Long-Distance Traveler,Correct,14.74619108
User_402,Hyundai Kona,75,Station_14,Los Angeles,17/1/24 17:00,17/1/24 19:41,13.66384250802366,0.7991338052061846,14.33045702276969,8.275923214432899,Morning,Monday,62.24698007651001,82.88893035,209.0906430300939,36.088928883769846,3,Level 1,Casual Driver,Correct,20.64195027
User_404,Hyundai Kona,62,Station_266,Houston,17/1/24 19:00,17/1/24 20:30,79.46231190835228,2.895348986072257,25.41252017,18.272469514753436,Evening,Wednesday,28.461230838653726,49.09641537645538,48.23161874464395,32.538820532000145,3,DC Fast Charger,Long-Distance Traveler,Correct,20.63518454
User_405,BMW i3,50,Station_140,New York,17/1/24 20:00,17/1/24 22:57,26.615202038752912,1.3179175040508335,22.743966622605768,29.94315027097961,Afternoon,Sunday,59.93105266224815,69.52130643027168,193.00361520889265,28.898031697778833,5,Level 1,Long-Distance Traveler,Correct,9.590253768
User_406,Hyundai Kona,62,Station_294,Los Angeles,17/1/24 21:00,17/1/24 23:47,42.69140537961698,0.8139778300387087,19.93479978,22.615527145706995,Morning,Saturday,45.146440223456025,83.95513809182872,284.7546994724396,28.972606094791317,4,Level 1,Commuter,Correct,38.80869787
User_410,BMW i3,100,Station_34,New York,18/1/24 1:00,18/1/24 3:33,19.898798951085436,1.8496720908513216,33.63605071304322,30.708297411251525,Morning,Thursday,14.367222164095724,93.02253678331718,10.028295172958789,22.189261165233205,7,DC Fast Charger,Long-Distance Traveler,Correct,78.65531462
User_411,Nissan Leaf,46.876796546450585,Station_169,San Francisco,18/1/24 2:00,18/1/24 4:19,25.10086254,3.775303416191173,24.434607649353055,30.547396275006015,Afternoon,Tuesday,19.64174718336392,65.46861812315663,289.54203143645157,-8.675996097,6,Level 2,Commuter,Correct,45.82687094
User_412,Nissan Leaf,50,Station_10,Houston,18/1/24 3:00,18/1/24 6:25,27.04710323077237,1.109637723285248,4.5216315423165945,33.45756611305026,Afternoon,Monday,52.03296567632051,105.6169219318498,58.72601728426816,20.56538826962948,3,DC Fast Charger,Commuter,Correct,53.58395626
User_413,Hyundai Kona,50,Station_122,Chicago,18/1/24 4:00,18/1/24 5:02,30.184684241437047,2.971427975,40.18246010654073,7.260888622439543,Afternoon,Sunday,64.15663500524101,65.40054488526368,104.53585323424738,26.17562590446412,0,DC Fast Charger,Casual Driver,Correct,1.24390988
User_414,BMW i3,85,Station_401,San Francisco,18/1/24 5:00,18/1/24 7:07,15.342120681093242,3.3924522509710866,43.49684995974235,30.945514989681904,Evening,Tuesday,41.89272736540871,95.37829796681748,172.29357704315214,36.03515006018003,0,Level 1,Long-Distance Traveler,Correct,53.4855706
User_416,Hyundai Kona,50,Station_451,Los Angeles,18/1/24 7:00,18/1/24 7:39,60.26038300407493,3.030396835550412,31.22297313743316,11.46758402759491,Evening,Saturday,51.19126735473256,66.23084709485897,175.9741268815444,6.872874117919974,7,Level 2,Commuter,Correct,15.03957974
User_417,Nissan Leaf,100,Station_446,Houston,18/1/24 8:00,18/1/24 11:31,5.650181738384828,0.6399514507924429,11.667438213057288,25.630101905021245,Morning,Saturday,58.40045758268339,65.01799108616504,83.26552535518786,23.05944662777797,6,DC Fast Charger,Casual Driver,Correct,6.617533503
User_419,Hyundai Kona,62,Station_371,Chicago,18/1/24 10:00,18/1/24 11:34,61.460674588325745,2.469784373228879,31.65043077258852,10.99170878566838,Evening,Friday,15.973834415845005,62.93126962,57.16364358717763,-9.469038376,0.4616615532392187,Level 1,Long-Distance Traveler,Correct,46.95743521
User_420,BMW i3,85,Station_257,Chicago,18/1/24 11:00,18/1/24 12:46,41.57891512365271,1.0769985933129254,35.41810599547556,7.269854492,Night,Thursday,45.88552782646099,90.42239600795594,149.93485696789244,21.27698236167987,0,DC Fast Charger,Casual Driver,Correct,44.53686818
User_422,BMW i3,85,Station_359,Los Angeles,18/1/24 13:00,18/1/24 15:42,29.697898464844947,3.9196356376575463,32.30310225795641,21.480065597115363,Afternoon,Saturday,42.99230053892738,50.440450369675816,180.45290646076873,8.199106994886627,4,Level 2,Long-Distance Traveler,Correct,7.448149831
User_423,Nissan Leaf,69.44504561307087,Station_4,Houston,18/1/24 14:00,18/1/24 15:49,72.71574852972469,0.6821324319309614,32.25343212250283,28.119461561042417,Afternoon,Monday,28.898519624791028,57.735344093129825,151.6213286334007,4.485795959215874,2,DC Fast Charger,Commuter,Correct,28.83682447
User_424,Nissan Leaf,85,Station_426,Houston,18/1/24 15:00,18/1/24 15:44,61.92710360384021,0.7984037862290121,25.27459825729891,27.12255886984625,Morning,Wednesday,73.65740811728803,93.02610697458002,152.25986699080715,7.685197904873899,3,DC Fast Charger,Commuter,Correct,19.36869886
User_426,Nissan Leaf,100,Station_354,Los Angeles,18/1/24 17:00,18/1/24 17:52,78.95506101572013,3.796562675515384,41.30756664038859,26.94412074408073,Night,Tuesday,50.08944938648692,74.78962116495197,91.25991153552684,37.20721923843083,6,Level 2,Commuter,Correct,24.70017178
User_428,Hyundai Kona,85,Station_85,Los Angeles,18/1/24 19:00,18/1/24 21:16,37.28701875736325,1.9047180148348135,29.148826227508486,10.420681132797322,Morning,Tuesday,29.08564191565545,78.12984431226614,46.646749394879045,6.233313953621948,2,Level 2,Long-Distance Traveler,Correct,49.0442024
User_429,Hyundai Kona,100,Station_214,San Francisco,18/1/24 20:00,18/1/24 22:54,72.09484050132289,2.0228182434483353,7.424169715513885,7.964528513846047,Morning,Monday,32.50685926451319,89.84464823529999,255.11745161753137,-3.31159917,3,Level 1,Commuter,Correct,57.33778897
User_430,BMW i3,62,Station_121,New York,18/1/24 21:00,18/1/24 23:22,65.75133335346975,0.8762452298830018,42.51413254693079,20.24363545415362,Evening,Sunday,18.320679124713575,81.15356977414737,80.82729730659933,18.959555818266917,1,Level 2,Commuter,Correct,62.83289065
User_432,Tesla Model 3,62,Station_338,Houston,18/1/24 23:00,19/1/24 1:50,33.39817875530706,2.4550069759789315,14.420929224434923,15.413120726098814,Morning,Tuesday,23.344139229666805,68.13930114934985,23.106882718779463,27.28334185780242,2,DC Fast Charger,Long-Distance Traveler,Correct,44.79516192
User_433,BMW i3,62,Station_197,San Francisco,19/1/24 0:00,19/1/24 2:51,46.51177026,2.8093466210082094,10.481223831096187,15.911977559564214,Evening,Sunday,70.98136180299576,94.37776504731777,223.26017562434015,38.45202722070744,5,Level 2,Casual Driver,Correct,23.39640324
User_434,Chevy Bolt,50,Station_19,Houston,19/1/24 1:00,19/1/24 3:48,74.54048485931233,3.5910798729146616,16.935868935365697,28.374687430584363,Evening,Saturday,51.814911293300895,76.07639192771855,31.43841720184454,10.74680104545826,2,Level 2,Casual Driver,Correct,24.26148063
User_435,BMW i3,100,Station_130,San Francisco,19/1/24 2:00,19/1/24 2:57,53.83827205577136,0.9481929847390816,25.60597779167056,39.90750720326488,Morning,Thursday,65.22042875296964,88.65894891293276,207.67198392828075,4.719933351279762,5,Level 2,Commuter,Correct,23.43852016
User_436,BMW i3,1.5328065298450655,Station_12,Los Angeles,19/1/24 3:00,19/1/24 4:11,42.46618717006869,1.3835663186345084,25.603799331857445,5.161757926190234,Night,Tuesday,31.21107229664343,95.21101275635284,51.918511093712134,32.47350300761811,4,Level 2,Casual Driver,Correct,63.99994046
User_437,Nissan Leaf,75,Station_81,New York,19/1/24 4:00,19/1/24 6:08,42.69140537961698,2.662353479156112,30.7235039,23.560260371263578,Afternoon,Tuesday,44.91146075438736,51.96882652189177,249.8080269482205,39.07310557395579,6,DC Fast Charger,Long-Distance Traveler,Correct,7.057365768
User_438,Chevy Bolt,100,Station_330,Houston,19/1/24 5:00,19/1/24 6:30,76.49931986653537,3.007714521664014,37.44551097801787,31.94888426577516,Evening,Thursday,24.87475155858137,58.71010168215999,59.59145482959687,45.75334767132824,2,Level 2,Commuter,Correct,33.83535012
User_439,BMW i3,62,Station_354,San Francisco,19/1/24 6:00,19/1/24 8:32,5.614874084822165,2.4596015464435803,18.561165291353888,54.892982525794544,Afternoon,Thursday,42.52683279726473,64.39746848163185,127.33484113475907,5.264035651558466,7,DC Fast Charger,Long-Distance Traveler,Correct,21.87063568
User_442,Hyundai Kona,67.54202075470891,Station_125,New York,19/1/24 9:00,19/1/24 10:50,21.580915527008145,1.2655236873891065,32.631930630337024,29.87794437802515,Afternoon,Saturday,14.542459140504551,87.11111918933997,124.11936816817752,-5.861573324,4.690347029293445,DC Fast Charger,Long-Distance Traveler,Correct,72.56866005
User_444,Chevy Bolt,100,Station_267,Chicago,19/1/24 11:00,19/1/24 11:39,49.54554657,0.6749395027714313,27.007663464458027,5.384944037466093,Evening,Sunday,48.444748344060486,92.49696553778732,60.587195895566325,36.81082491098743,7,DC Fast Charger,Long-Distance Traveler,Correct,44.05221719
User_446,BMW i3,100,Station_441,Chicago,19/1/24 13:00,19/1/24 15:58,71.12558827151543,0.8234738515861253,14.167129141388296,11.348579546094816,Morning,Saturday,78.36258956686292,91.25000145077829,50.619867125485854,-1.714475646,5,Level 2,Casual Driver,Correct,12.88741188
User_449,Tesla Model 3,107.43195454576464,Station_329,Los Angeles,19/1/24 16:00,19/1/24 19:27,5.746444809429853,0.5810295603537152,7.007637736562545,20.652585896274296,Evening,Friday,60.71131119139218,67.30386447899235,140.00446081941055,16.976171076313854,3,Level 2,Commuter,Correct,6.592553288
User_450,Nissan Leaf,62,Station_2,Los Angeles,19/1/24 17:00,19/1/24 20:46,9.737039612310449,3.070307175368709,3.645282258602781,39.66248652039684,Morning,Tuesday,75.78098420909689,97.16335944186612,157.8770594586192,13.520221296228211,4,Level 1,Casual Driver,Correct,21.38237523
User_452,BMW i3,85,Station_250,Houston,19/1/24 19:00,19/1/24 19:59,63.83060874636528,2.4586525201777665,38.13906947158999,6.759900462406749,Evening,Thursday,11.083545913952166,74.40527959,295.9873020763941,13.919159881889572,2.044744282084336,Level 2,Casual Driver,Correct,63.32173368
User_453,Hyundai Kona,85,Station_139,Chicago,19/1/24 20:00,19/1/24 22:54,72.94802476319454,3.757952843891181,14.790119300536766,10.521720299391488,Morning,Friday,38.584757552644014,78.14300037423867,14.891723325678914,34.422203587940146,2,Level 2,Casual Driver,Correct,39.55824282
User_454,Hyundai Kona,62,Station_124,Chicago,19/1/24 21:00,20/1/24 0:52,21.097847217832147,3.468062457867462,37.26275518553577,25.55170952,Night,Friday,66.19996585752617,78.69730898608768,197.84868477952736,-3.525207987,1,Level 2,Long-Distance Traveler,Correct,12.49734313
User_455,BMW i3,62,Station_309,Chicago,19/1/24 22:00,19/1/24 22:49,58.79144233,2.4717227683053737,34.24176571321428,19.215941808503217,Evening,Wednesday,63.04816280361352,97.71906135,29.975992923414776,-4.119519404,7,Level 1,Casual Driver,Correct,34.67089855
User_456,Nissan Leaf,62,Station_228,Houston,19/1/24 23:00,20/1/24 0:17,65.18392768549774,2.408337111546665,38.57770532755983,33.18646283163397,Night,Saturday,17.729717562967462,82.79136169634214,254.2166123575022,17.14920107046611,1,Level 1,Commuter,Correct,65.06164413
User_457,Hyundai Kona,85,Station_10,San Francisco,20/1/24 0:00,20/1/24 3:50,72.54995630814713,0.3599172409276058,35.112702584459015,32.06992948545012,Morning,Friday,61.84883271010331,64.36786853814274,44.417345153318635,9.687973565,0,DC Fast Charger,Commuter,Correct,2.519035828
User_458,Chevy Bolt,100,Station_469,Los Angeles,20/1/24 1:00,20/1/24 3:39,57.556900057978694,3.3415037801842224,13.036283136136436,14.258109348839728,Afternoon,Friday,55.28433248688425,93.58373877917836,249.4185785,24.24837181931027,2,Level 1,Casual Driver,Correct,38.29940629
User_460,Chevy Bolt,75,Station_112,Houston,20/1/24 3:00,20/1/24 5:38,21.030519654584147,2.844416686,8.332992518212054,8.848458661676297,Night,Saturday,16.00498510621164,70.4098916,157.67642915027503,35.80057735935224,2.0817594653312215,DC Fast Charger,Commuter,Correct,54.4049065
User_461,Tesla Model 3,62,Station_8,Chicago,20/1/24 4:00,20/1/24 6:41,16.47214029543078,1.7717153171269555,22.11445681424675,24.10975592868188,Morning,Tuesday,90.69939969167524,91.81780236135606,141.28878854232272,39.911736178054056,0,Level 2,Commuter,Correct,1.11840267
User_462,Nissan Leaf,50,Station_292,Los Angeles,20/1/24 5:00,20/1/24 7:09,78.30687812670662,2.400157460171667,11.811002501678058,29.76314298714627,Afternoon,Thursday,18.93648977863772,51.58666808369003,20.62247448548015,4.6909699785736425,1,Level 2,Commuter,Correct,32.65017831
User_463,Hyundai Kona,85,Station_477,New York,20/1/24 6:00,20/1/24 7:23,38.59965910016511,3.9114147215836215,31.47135995232412,22.309866858834983,Evening,Thursday,52.90034739238265,72.17599402379142,116.30253762518768,2.037339621,6,DC Fast Charger,Commuter,Correct,19.27564663
User_464,Nissan Leaf,85,Station_362,New York,20/1/24 7:00,20/1/24 9:31,26.566509231569366,1.0655562561532388,43.375916432063285,32.626966338713174,Afternoon,Friday,13.354201357160642,65.43262383674566,32.84066205433538,37.665443163360855,7,Level 1,Casual Driver,Correct,52.07842248
User_465,Nissan Leaf,100,Station_460,San Francisco,20/1/24 8:00,20/1/24 8:54,23.022315362065974,2.645637398,6.999032822023879,5.056096912147736,Evening,Sunday,62.42090098406074,91.38325835262438,230.79684098303363,4.619965681193786,6,DC Fast Charger,Commuter,Correct,28.96235737
User_467,Nissan Leaf,85,Station_14,New York,20/1/24 10:00,20/1/24 10:38,58.091052142740146,2.6494030406185662,7.069653277241604,30.93345702718296,Afternoon,Saturday,42.03630469453958,99.21085072823868,39.4042422,-6.248861996,4,Level 2,Casual Driver,Correct,57.17454603
User_468,Chevy Bolt,75,Station_240,San Francisco,20/1/24 11:00,20/1/24 14:53,63.29716818793051,0.8335445839843811,30.686694797486908,5.541127114661352,Morning,Wednesday,37.26698194802374,70.74768658360593,152.25986699080715,7.957659565172058,4,Level 1,Long-Distance Traveler,Correct,33.48070464
User_469,Tesla Model 3,39.297422534529126,Station_438,Houston,20/1/24 12:00,20/1/24 15:51,21.002230102472843,1.8634359746913336,26.23272288,33.58178281533068,Night,Friday,32.27555920443467,58.86833854431998,216.6864603163302,37.19955857157731,7,Level 2,Commuter,Correct,26.59277934
User_470,BMW i3,62,Station_242,San Francisco,20/1/24 13:00,20/1/24 14:03,36.32292544,2.005413957626917,19.413529706676293,32.62019608,Afternoon,Saturday,22.320229882583984,89.40895162500289,254.2694838,-1.524786371,1.087110727705426,Level 2,Long-Distance Traveler,Correct,67.08872174
